diggCount,createTimeISO,hashtags_0_name,hashtags_0_title,hashtags_1_name,hashtags_1_title,hashtags_2_name,hashtags_2_title,hashtags_3_name,hashtags_3_title,hashtags_4_name,hashtags_4_title,hashtags_5_name,hashtags_5_title,hashtags_6_name,hashtags_6_title,hashtags_7_name,hashtags_7_title,hashtags_8_name,hashtags_8_title,hashtags_9_name,hashtags_9_title,hashtags_10_name,hashtags_10_title,hashtags_11_name,hashtags_11_title,hashtags_12_name,hashtags_12_title,hashtags_13_name,hashtags_13_title,hashtags_14_name,hashtags_14_title,hashtags_15_name,hashtags_15_title,hashtags_16_name,hashtags_16_title,hashtags_17_name,hashtags_17_title,hashtags_18_name,hashtags_18_title,hashtags_19_name,hashtags_19_title,hashtags_20_name,hashtags_20_title,hashtags_21_name,hashtags_21_title,hashtags_22_name,hashtags_22_title,hashtags_23_name,hashtags_23_title,hashtags_24_name,hashtags_24_title,hashtags_25_name,hashtags_25_title,hashtags_26_name,hashtags_26_title,hashtags_27_name,hashtags_27_title,hashtags_28_name,hashtags_28_title,hashtags_29_name,hashtags_29_title,hashtags_30_name,hashtags_30_title,hashtags_31_name,hashtags_31_title,hashtags_32_name,hashtags_32_title,hashtags_33_name,hashtags_33_title,hashtags_34_name,hashtags_34_title,hashtags_35_name,hashtags_35_title,hashtags_36_name,hashtags_36_title,hashtags_37_name,hashtags_37_title,hashtags_38_name,hashtags_38_title,hashtags_39_name,hashtags_39_title,hashtags_40_name,hashtags_40_title,hashtags_41_name,hashtags_41_title,hashtags_42_name,hashtags_42_title,hashtags_43_name,hashtags_43_title,hashtags_44_name,hashtags_44_title,hashtags_45_name,hashtags_45_title,hashtags_46_name,hashtags_47_name,hashtags_47_title,hashtags_48_name,hashtags_48_title,input,isAd,isMuted,musicMeta_musicName,searchHashtag_name,searchHashtag_views,videoMeta_duration,ad,ecuador,publicidad,gratis,publi,anuncio,free,quito,ofertas,local,tienda,comercial,machala,promo,ambato,loja,promoecuador,comerciales,santodomingoecuador,guayaquil,cuenca
98000,2024-05-12T01:01:31.000Z,fypシ,,parati,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,tienda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tienda,False,False,El billete que nos estamos ahorrando,tienda,9700000000.0,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
98,2024-07-11T02:13:06.000Z,,,alexangamarca,,angamarkaediciones,,elmasterdelosapellidos,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cuenca,False,False,Chola Cuencana (Pasacalle Ecuador),cuenca,11700000000.0,83,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
98,2024-07-11T02:38:17.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,False,False,"News, news, seriousness, tension(1077866)",local,6900000000.0,47,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9770,2024-07-10T17:14:11.000Z,,,moto,,motociclista,,motocicleta,,quito,,uio,,municipio,,view,,fyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,Le Monde - From Talk to Me,quito,36100000000.0,40,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
976,2024-07-10T17:03:37.000Z,emprendedores,,emprende,,sebusca,,confiteriadonhernan,,guayaquil,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guayaquil,False,False,Shut Up and Dance,guayaquil,36900000000.0,54,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
9741,2024-07-10T15:26:58.000Z,retirodepestañas,,pestañasdiy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,sonido original,quito,36100000000.0,208,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
97400,2024-05-31T21:54:11.000Z,somospromo,,promocion,,12,,colegio,,seniors,,promo,,2025,,ecuador,,arg,,chismesito,,lisuras,,upd,,uno,,una,,de,,aqui,,unodeaqui,,chisme,Cuéntanos un #chisme que nos deje la boca abierta 🤯,paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,,parati,,fyp,,zyxbca,,gye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,promoecuador,False,False,sonido original,promoecuador,748100.0,58,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
973,2024-07-10T17:36:26.000Z,,,FC24,,Gamingentiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,promo,False,False,sonido original,promo,32100000000.0,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9717,2024-05-08T09:45:25.000Z,machalaquote,,ukdrill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,machala,False,False,original sound,machala,3600000000.0,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
97000,2024-06-28T07:52:40.000Z,gratis,,diyarbakır,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratis,False,False,orijinal ses,gratis,18300000000.0,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
97000,2023-07-17T17:35:20.000Z,aguastermales,,termasdezhagal,,molleturo,,cuenca,,azuay,,ecuador,,turismoecuador,,fyp,,rinconessecretos,"Este año, más que nunca, haremos turismo nacional. Descubre los rincones de España que aún no conocías y comparte con nosotros los sitios más especiales de tu ciudad / pueblo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cuenca,False,False,sonido original,cuenca,11700000000.0,14,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
97,2024-07-10T14:05:20.000Z,live,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,tendencia,,ecuador,,fyp,,emprender,,tendencia,,mayoristas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,promoecuador,False,False,love me back Bronya Remix on YouTube,promoecuador,748100.0,11,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
968300,2024-03-30T22:40:24.000Z,,,graciasporsuapoyo❣️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comercial,False,False,sonido original,comercial,3100000000.0,93,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9674,2023-12-13T05:17:31.000Z,santodomingoecuador🇪🇨,,ropaeconomicaecuador,,parati,,ropapormayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,santodomingoecuador,False,False,WATATI (feat. Aldo Ranks) [From Barbie The Album],santodomingoecuador,1700000000.0,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
965,2022-08-03T20:17:55.000Z,reels,,modamasculina,"Comparte en TikTok todos esos outfits que te hacen sentir bien y ser tú mismo, sin importar el origen de las prendas. Crea tus videos con el challenge #ModaMasculina y participa del #FashionMonth🧣💼",modastreetwear,,modasurf,,surfwear,,streetwear,"Calling all sneakerheads, show us your fits",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,loja,False,False,som original,loja,8300000000.0,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
96400,2024-03-29T00:45:09.000Z,tatuajesecreto,,tatuajesentiktok,,tatuajes,,tatuaje,,tatoogirl,,guayaquil,,tattoo,Muéstranos tu mejor #Tattoo o el peor 🤔,tattoos,,tatt,,tattoolover,,tattooartist,,tattooideas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guayaquil,False,False,sonido original,guayaquil,36900000000.0,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
964,2024-07-10T19:18:18.000Z,latierritasd❤💚,,latierritasantodomingo🇪🇨,,viralsantodomingo🥷✌️💜,,santodomingodelostsachilas,,distribuidora,,gorras1,,santodomingoecuador,,portoviejo💚manabi❤️ecuador🇪🇨,,oufitecuador,,oufitecuador,,todoecuador🇪🇨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,santodomingoecuador,False,False,sonido original,santodomingoecuador,1700000000.0,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
961300,2024-04-09T17:18:20.000Z,asmrmassage,,massage,,cracking,,goodvibes,Thumbs up to feel those #GoodVibes 👍👍👍,energyhealing,,fyp,,alfredouno,,cuencalimpia,,asmr,All the soothing sounds you need to massage your brain.,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,asmr,All the soothing sounds you need to massage your brain.,ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cuenca,False,False,sonido original,cuenca,11700000000.0,56,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
96100,2024-03-13T17:07:03.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambato,False,False,sonido original,ambato,4600000000.0,154,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9600,2024-06-09T16:04:23.000Z,santodomingoecuador,,fyp,,viralvideo,,portoviejo💚manabi❤️ecuador🇪🇨,,manta,,moreira,,pelileo_city,,voces,,yapapitodescansa,,portoviejo💚manabi❤️ecuador🇪🇨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,santodomingoecuador,False,False,sonido original,santodomingoecuador,1700000000.0,59,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
96,2024-07-11T02:24:39.000Z,parchesacne,,pimplepatch,,comoquitaracne,,skincareacne,,parcheshidrocoloides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publicidad,False,False,face without eyes,publicidad,59000000000.0,63,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
956,2024-07-10T16:32:29.000Z,,,ecuador,,like,,comenta,,comparte,,sigueme,,fyp,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,machala,,cuenca,,quito,,guayaquil,,autoshow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guayaquil,False,False,Sport Rock,guayaquil,36900000000.0,82,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True
956,2024-07-10T16:32:29.000Z,,,ecuador,,like,,comenta,,comparte,,sigueme,,fyp,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,machala,,cuenca,,quito,,guayaquil,,autoshow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cuenca,False,False,Sport Rock,cuenca,11700000000.0,82,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True
95500,2024-02-14T06:18:11.000Z,furionoboa,,ecuador,,noche,,martes,,febrero,,padres,,danielnoboapresidente,,laviniavalbonesi,,fyp,,bebés,,ecuavisa,,carnaval,"Aunque se hayan pospuesto las celebraciones en tu comunidad, esta semana puedes disfrutar de los Carnavales en TikTok. Queremos ver tus disfraces, tus storytimes más impactantes o tus ideas más alocadas para compartir con tus amigxs 🥳",fernandovillavicencio,,cooperativaloja,,cuenca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cuenca,False,False,Acróstico (Solo Version),cuenca,11700000000.0,23,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
951800,2024-01-04T23:46:18.000Z,fyp,,foryou,,fypシ,,quito,,ecuador,,fypシ゚viral,,hermanos,,comedia,"¡El rincón de la risa en TikTok! Disfruta y comparte los mejores memes, chistes e historias de comedia para divertir a todos en casa.",mexico,México lindo y querido! 🇲🇽🇲🇽 No olvides utilizar el tag #mexico en tu video!,colombia,,fy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quito,False,False,sonido original,quito,36100000000.0,14,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
951800,2024-01-04T23:46:18.000Z,fyp,,foryou,,fypシ,,quito,,ecuador,,fypシ゚viral,,hermanos,,comedia,"¡El rincón de la risa en TikTok! Disfruta y comparte los mejores memes, chistes e historias de comedia para divertir a todos en casa.",mexico,México lindo y querido! 🇲🇽🇲🇽 No olvides utilizar el tag #mexico en tu video!,colombia,,fy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecuador,False,False,sonido original,ecuador,195300000000.0,14,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
95100,2024-01-16T01:47:56.000Z,ecuador🇪🇨,,realstate,,casapropia,,casaenventa,,creditoinmobiliario,,santodomingoecuador,,ventadecasas,,arquitectura,,decoracion,¡Momento de cambiar tu hogar! Sube los mejores tips de #decoracion 🏠 🖌 ⚒️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,santodomingoecuador,False,True,Originalton - Rammor,santodomingoecuador,1700000000.0,71,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9510,2024-04-11T23:52:17.000Z,automotriz,,ambato,,guaranda,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,ambato_ecuador🇪🇨🇪🇨,,suspension,,latacunga,,carros,,parati,,arreglo,,alineacionybalanceo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambato,False,False,sonido original,ambato,4600000000.0,41,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
951,2024-07-10T15:46:28.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,promo,False,False,son original,promo,32100000000.0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
950,2024-06-26T02:04:00.000Z,fyp,,revelaciondegenero,,maternidad,,ambato,,sesiondefotos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambato,False,False,Te Esperaba,ambato,4600000000.0,52,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
95,2024-07-03T14:55:07.000Z,carburador,,repuestosmotocicleta,,guayaquil,,ecuador🇪🇨,,casco,,moto,,fyp,,paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,,tallerdemotos,,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guayaquil,False,False,sonido original,guayaquil,36900000000.0,37,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
95,2024-07-10T15:28:04.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,machala,False,False,son original,machala,3600000000.0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9489,2024-06-26T01:31:04.000Z,amazon,,prime,,pimeday,,2024,,shopping,,tech,,tips,Show us your pro #Tips.,noticias,,random,,ofertas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ofertas,False,False,sonido original,ofertas,14200000000.0,85,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
948300,2023-09-30T03:26:59.000Z,fyp,,fyp,,cuenca,,tdah,,hiperactividad,,universidad,,atencion,,cuenca_ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cuenca,False,False,sonido original,cuenca,11700000000.0,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
94600,2024-03-19T00:56:46.000Z,barquisimeto,,venezuela,,tienda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tienda,False,False,Temperature,tienda,9700000000.0,15,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
94500,2023-10-20T01:49:34.000Z,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,tendencia,,latri,,ecuadorvscolombia,,colombia,,ecuador,,mipais,,tierradulce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,sonido original,,,14,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
94400,2023-08-05T01:31:52.000Z,gamestick4k,,chullavidacarajo🐎🇪🇨❤️,,videojuegos🎮,,ps4ecuador,,centrocomercialespiral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comerciales,True,False,original sound,comerciales,789600000.0,60,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
