playCount,createTimeISO,isAd,isMuted,videoMeta_duration,ad,ecuador,publicidad,gratis,publi,anuncio,free,quito,ofertas,local,tienda,comercial,machala,promo,ambato,loja,promoecuador,comerciales,santodomingoecuador,guayaquil,cuenca
9000000,2023-10-04T16:11:24.000Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9000000,2024-01-09T18:32:13.000Z,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9000000,2024-05-22T21:06:55.000Z,1,0,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9000000,2024-02-24T03:41:59.000Z,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899200,2024-06-10T01:43:57.000Z,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898000,2024-06-30T22:05:07.000Z,0,0,91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
897,2024-07-10T21:15:12.000Z,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896300,2024-01-09T12:04:20.000Z,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894500,2024-04-14T21:16:59.000Z,0,0,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8940,2024-07-10T14:15:40.000Z,0,0,8,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
89300,2024-07-10T13:40:38.000Z,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891600,2023-12-17T03:38:42.000Z,0,0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
891,2023-10-30T06:45:22.000Z,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8903,2023-12-18T23:41:59.000Z,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
89000,2024-07-10T21:12:10.000Z,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889100,2024-03-21T02:58:29.000Z,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
887,2024-07-10T19:24:18.000Z,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,2024-07-10T22:47:47.000Z,0,0,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885000,2023-09-08T01:08:59.000Z,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882200,2024-06-18T21:22:05.000Z,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8820,2024-07-11T02:19:24.000Z,1,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
