diggCount,createTimeISO,isAd,isMuted,videoMeta_duration,ad,ecuador,publicidad,gratis,publi,anuncio,free,quito,ofertas,local,tienda,comercial,machala,promo,ambato,loja,promoecuador,comerciales,santodomingoecuador,guayaquil,cuenca
80900,2023-09-13T17:27:38.000Z,False,False,73,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8077,2024-06-23T16:54:28.000Z,False,False,16,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
807500,2024-05-22T14:44:54.000Z,False,False,62,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
807300,2023-01-10T16:42:49.000Z,False,False,43,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80600,2024-06-13T14:11:14.000Z,False,False,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80600,2024-01-24T13:00:00.000Z,False,False,61,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8052,2024-05-21T19:46:59.000Z,False,False,34,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
805100,2024-04-26T01:47:48.000Z,True,False,31,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80400,2024-01-20T12:30:57.000Z,False,False,35,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
80300,2024-05-31T15:50:27.000Z,True,False,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
803,2024-07-11T01:21:11.000Z,False,False,65,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8015,2024-07-10T22:41:17.000Z,False,False,31,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8009,2024-05-25T23:44:05.000Z,False,False,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80000,2024-06-13T20:21:44.000Z,False,False,142,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
80000,2024-06-09T15:07:44.000Z,False,False,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,2024-07-11T01:01:08.000Z,False,False,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,2024-07-10T17:30:45.000Z,False,False,79,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
